
         3      2422         0         1
       439 6.612102933068762+1 2.097347153132415+1 0.000000000000000+0
       440 6.563207312074148+1 2.182932050910222+1 0.000000000000000+0
       441 2.409353405376702+1 2.936278403757224+1 0.000000000000000+0
       442 8.291199155436669+1 7.568815421490942+0 0.000000000000000+0
       443 8.344700039738042+1 6.898310307681550+0 0.000000000000000+0
       444 8.244156420111668+1 6.483546183836850+0 0.000000000000000+0
       445 8.299908826759230+1 8.668106357517631+0 0.000000000000000+0
       446 8.306885509634702+1 9.529001890489004+0 0.000000000000000+0
       447 8.329213755774656+1 6.123649010054834+0 0.000000000000000+0
       448 8.215205022728973+1 5.391604221538430+0 0.000000000000000+0
       449 8.418810050737800+1 6.043370037691376+0 0.000000000000000+0
       450 8.420264811606344+1 6.972046137955262+0 0.000000000000000+0
       451 8.397957501809065+1 7.898287524920208+0 0.000000000000000+0
       452 8.393494594109963+1 8.954949090268743+0 0.000000000000000+0
       453 8.377774546084728+1 1.010531186944111+1 0.000000000000000+0
       454 8.403580860420716+1 1.123819246630559+1 0.000000000000000+0
       455 8.424903500638729+1 1.220510701096236+1 0.000000000000000+0
       456 8.444013273448263+1 1.300061752511438+1 0.000000000000000+0
       457 8.103613869584501+1 5.579557765639346+0 0.000000000000000+0
       458 8.144330382177426+1 6.739888297280166+0 0.000000000000000+0
       459 8.183002405993806+1 7.813514234297352+0 0.000000000000000+0
       460 8.206511603812977+1 8.841056135350598+0 0.000000000000000+0
       461 8.232572692873839+1 9.810682669208422+0 0.000000000000000+0
       462 8.279501285312632+1 1.067142275069950+1 0.000000000000000+0
       463 8.311399609449644+1 1.166712257617625+1 0.000000000000000+0
       464 8.344344428267950+1 1.269071018302779+1 0.000000000000000+0
       465 8.393360384002120+1 1.373071446122175+1 0.000000000000000+0
       466 8.404745762141168+1 1.487004586006640+1 0.000000000000000+0
       467 8.417442192475274+1 1.585935551583739+1 0.000000000000000+0
       468 8.436963528857596+1 1.676952952552086+1 0.000000000000000+0
       469 8.478964454254836+1 1.759474557867135+1 0.000000000000000+0
       470 8.026706051158971+1 5.102567750658828+0 0.000000000000000+0
       471 8.314723762079389+1 5.188729977765230+0 0.000000000000000+0
       472 8.412208736808951+1 5.092555527296072+0 0.000000000000000+0
       473 8.527684860188195+1 1.941871694292273+1 0.000000000000000+0
       474 8.505470941100928+1 1.852316618771881+1 0.000000000000000+0
       475 8.510552791400441+1 1.658008912691457+1 0.000000000000000+0
       476 8.507167664273265+1 1.580537028408424+1 0.000000000000000+0
       477 8.503261014443837+1 1.487952272496018+1 0.000000000000000+0
       478 8.502954485167422+1 1.390433834104353+1 0.000000000000000+0
       479 8.521051820830641+1 1.299206416507016+1 0.000000000000000+0
       480 8.514807494588412+1 1.206415553317062+1 0.000000000000000+0
       481 8.502504793235850+1 1.108787258833513+1 0.000000000000000+0
       482 8.491587889597598+1 1.006677673858671+1 0.000000000000000+0
       483 8.496098522826937+1 9.020343669125184+0 0.000000000000000+0
       484 8.500531710919768+1 7.995823050603658+0 0.000000000000000+0
       485 8.510564676610397+1 7.005198001725572+0 0.000000000000000+0
       486 8.511007984636944+1 6.021213841263222+0 0.000000000000000+0
       487 8.508371061184594+1 5.047810246883146+0 0.000000000000000+0
       488 8.546719539624471+1 2.018285084806029+1 0.000000000000000+0
       489 8.522631352196129+1 2.378891774216284+1 0.000000000000000+0
       490 8.516484197239787+1 2.298427849290835+1 0.000000000000000+0
       491 8.507540549534603+1 2.201566081131577+1 0.000000000000000+0
       492 8.497372301823768+1 2.090977515236294+1 0.000000000000000+0
       493 8.448840316149990+1 1.989476733294127+1 0.000000000000000+0
       494 8.415635205966502+1 1.892427528042004+1 0.000000000000000+0
       495 8.385531695074112+1 1.797829450602419+1 0.000000000000000+0
       496 8.351431551305618+1 1.704652374893144+1 0.000000000000000+0
       497 7.954041170795162+1 5.385543940472664+0 0.000000000000000+0
       498 8.007974373519824+1 6.198318946343896+0 0.000000000000000+0
       499 8.049181621058564+1 7.134992732758650+0 0.000000000000000+0
       500 8.085790602729238+1 8.172151594705632+0 0.000000000000000+0
       501 8.114385892149512+1 9.157512151638244+0 0.000000000000000+0
       502 8.145862815965113+1 1.013126108822221+1 0.000000000000000+0
       503 8.183891747730032+1 1.107313289845411+1 0.000000000000000+0
       504 8.216649839639834+1 1.205414298293042+1 0.000000000000000+0
       505 8.250237400524052+1 1.306271118950371+1 0.000000000000000+0
       506 8.285290726220897+1 1.406658046731065+1 0.000000000000000+0
       507 8.306221902178793+1 1.509152236579171+1 0.000000000000000+0
       508 8.326376832736823+1 1.609291041173963+1 0.000000000000000+0
       509 6.784796825384578+1 6.784748972325774+0 0.000000000000000+0
       510 6.694567368215732+1 6.731063026802914+0 0.000000000000000+0
       511 6.605051328891198+1 6.913544091765750+0 0.000000000000000+0
       512 6.696757816067628+1 7.495273438228268+0 0.000000000000000+0
       513 6.623831309415084+1 7.981323389690120+0 0.000000000000000+0
       514 6.494170814193214+1 9.785177512531636+0 0.000000000000000+0
       515 6.510453667937112+1 1.064408669856494+1 0.000000000000000+0
       516 6.575397417242402+1 9.788086631419008+0 0.000000000000000+0
       517 6.602543258368148+1 9.014425366362897+0 0.000000000000000+0
       518 7.036964948717114+1 6.521957716990600+0 0.000000000000000+0
       519 6.774684045115180+1 7.714747659639268+0 0.000000000000000+0
       520 6.877044887883514+1 6.872782147943004+0 0.000000000000000+0
       521 6.966477442381228+1 6.707029335645066+0 0.000000000000000+0
       522 6.499204766548008+1 1.154662513614935+1 0.000000000000000+0
       523 6.501842544219200+1 8.892736222974284+0 0.000000000000000+0
       524 6.510070520772780+1 7.930247647509446+0 0.000000000000000+0
       525 6.504999569681260+1 6.939576076322674+0 0.000000000000000+0
       526 7.158599004822490+1 6.205750427482150+0 0.000000000000000+0
       527 7.067940157019568+1 5.859158699294142+0 0.000000000000000+0
       528 6.975954225992870+1 5.823791723195226+0 0.000000000000000+0
       529 6.883638930277396+1 5.869127683272186+0 0.000000000000000+0
       530 6.788694110331078+1 5.838203954320436+0 0.000000000000000+0
       531 6.694029043655074+1 5.831313511430076+0 0.000000000000000+0
       532 6.598938700979276+1 5.910805924623022+0 0.000000000000000+0
       533 6.500637389056314+1 5.941741651036828+0 0.000000000000000+0
       534 6.487087063152480+1 1.228566227331959+1 0.000000000000000+0
       535 6.720635721616294+1 8.486774021954590+0 0.000000000000000+0
       536 6.696237041502062+1 9.495367308695847+0 0.000000000000000+0
       537 6.466755211033474+1 1.392302852194376+1 0.000000000000000+0
       538 6.502772966639738+1 1.321743295153255+1 0.000000000000000+0
       539 6.558439768503520+1 1.247470938160309+1 0.000000000000000+0
       540 6.594729102553652+1 1.156669557589634+1 0.000000000000000+0
       541 6.626297826776694+1 1.049317176825554+1 0.000000000000000+0
       542 6.808884953479172+1 8.761830888234474+0 0.000000000000000+0
       543 6.880336573322628+1 7.980906071233442+0 0.000000000000000+0
       544 6.987777501180976+1 7.571722682963084+0 0.000000000000000+0
       545 7.080493741946580+1 7.044491617001274+0 0.000000000000000+0
       546 7.250514910135392+1 5.989273318263116+0 0.000000000000000+0
       547 6.380210335881670+1 1.562358899451155+1 0.000000000000000+0
       548 6.394681785260548+1 1.472115646295824+1 0.000000000000000+0
       549 6.389823826336156+1 1.378009933632823+1 0.000000000000000+0
       550 6.414171285317302+1 1.277693505325972+1 0.000000000000000+0
       551 6.404791631364580+1 1.175352354271326+1 0.000000000000000+0
       552 6.406139857331772+1 1.077911488490163+1 0.000000000000000+0
       553 6.399604465382914+1 9.837419018980823+0 0.000000000000000+0
       554 6.400874511474656+1 8.891519886689379+0 0.000000000000000+0
       555 6.403466896633606+1 7.926730757654394+0 0.000000000000000+0
       556 6.401344974235372+1 6.948383115167140+0 0.000000000000000+0
       557 6.401038399475120+1 5.960419784828202+0 0.000000000000000+0
       558 7.285882483134088+1 5.056965594500372+0 0.000000000000000+0
       559 7.188822338820012+1 5.044560217839618+0 0.000000000000000+0
       560 7.086083842937740+1 4.954514368982272+0 0.000000000000000+0
       561 6.987610053677124+1 4.895849228935794+0 0.000000000000000+0
       562 6.890167680413016+1 4.901256422597474+0 0.000000000000000+0
       563 6.791983355970134+1 4.891747796169556+0 0.000000000000000+0
       564 6.695307770903408+1 4.896401545300386+0 0.000000000000000+0
       565 6.597546713926312+1 4.931348931019246+0 0.000000000000000+0
       566 6.498902713652920+1 4.949246218069194+0 0.000000000000000+0
       567 6.399217840947920+1 4.970797647019872+0 0.000000000000000+0
       568 6.365543218824808+1 1.637576678801790+1 0.000000000000000+0
       569 6.265850341168248+1 1.764304654505362+1 0.000000000000000+0
       570 6.294436949511008+1 1.680810125057421+1 0.000000000000000+0
       571 6.289525901957672+1 1.578500079329373+1 0.000000000000000+0
       572 6.293926571714508+1 1.479639444849339+1 0.000000000000000+0
       573 6.295936974427958+1 1.382091546584937+1 0.000000000000000+0
       574 6.304890181117460+1 1.283431242588199+1 0.000000000000000+0
       575 6.303745886070702+1 1.183699874403293+1 0.000000000000000+0
       576 6.304012465400608+1 1.085947880768468+1 0.000000000000000+0
       577 6.301384932299114+1 9.889598562099215+0 0.000000000000000+0
       578 6.300540246455320+1 8.917086853836475+0 0.000000000000000+0
       579 6.300713426746852+1 7.949077103545292+0 0.000000000000000+0
       580 6.299330788084380+1 6.968150328594684+0 0.000000000000000+0
       581 6.299121341128124+1 5.978097772989948+0 0.000000000000000+0
       582 6.299392796291178+1 4.981770739127752+0 0.000000000000000+0
       583 7.665574364761112+1 3.586043859357087+0 0.000000000000000+0
       584 7.591181690418622+1 3.732294615209115+0 0.000000000000000+0
       585 7.499289362724746+1 3.860620621985543+0 0.000000000000000+0
       586 7.400906835394396+1 3.929078039876077+0 0.000000000000000+0
       587 7.300015110807948+1 4.051422583329746+0 0.000000000000000+0
       588 7.197196154900708+1 4.043849289410632+0 0.000000000000000+0
       589 7.094355788593052+1 3.981248993223012+0 0.000000000000000+0
       590 6.993580450643098+1 3.938336692839393+0 0.000000000000000+0
       591 6.894095674971048+1 3.940361819038708+0 0.000000000000000+0
       592 6.794840011558676+1 3.938385813474513+0 0.000000000000000+0
       593 6.696352565081540+1 3.941716555029639+0 0.000000000000000+0
       594 6.597337658154230+1 3.956484369269680+0 0.000000000000000+0
       595 6.499034924005530+1 3.966534280515209+0 0.000000000000000+0
       596 6.399341651610670+1 3.977110370270909+0 0.000000000000000+0
       597 6.299526458160700+1 3.985337947801569+0 0.000000000000000+0
       598 7.919734071892508+1 4.453925601525817+0 0.000000000000000+0
       599 8.011752493834353+1 4.268254176099597+0 0.000000000000000+0
       600 8.106097487169938+1 4.373979583081133+0 0.000000000000000+0
       601 8.208214555731441+1 4.305981947620861+0 0.000000000000000+0
       602 8.307719528593788+1 4.170921669692115+0 0.000000000000000+0
       603 8.406642591536537+1 4.102521236231968+0 0.000000000000000+0
       604 8.505382157287702+1 4.051955561933442+0 0.000000000000000+0
       605 8.615325097580298+1 2.531621123593999+1 0.000000000000000+0
       606 8.591732307150226+1 2.427161207114350+1 0.000000000000000+0
       607 8.605780498778518+1 2.314532153574130+1 0.000000000000000+0
       608 8.605950404657762+1 2.208769163490144+1 0.000000000000000+0
       609 8.605606723219928+1 2.106652533204079+1 0.000000000000000+0
       610 8.622642086380297+1 2.013818733175706+1 0.000000000000000+0
       611 8.614995311234058+1 1.920197180676426+1 0.000000000000000+0
       612 8.599622071875528+1 1.820398493892071+1 0.000000000000000+0
       613 8.578589276791606+1 1.710412470325673+1 0.000000000000000+0
       614 8.597060080818904+1 1.600445597982470+1 0.000000000000000+0
       615 8.601079222204120+1 1.497371964452064+1 0.000000000000000+0
       616 8.604087199899144+1 1.397415900149679+1 0.000000000000000+0
       617 8.611252531304448+1 1.299059592924424+1 0.000000000000000+0
       618 8.608797040576338+1 1.202074296194227+1 0.000000000000000+0
       619 8.602223172314083+1 1.102989090687512+1 0.000000000000000+0
       620 8.596315233723752+1 1.003072131855036+1 0.000000000000000+0
       621 8.597857331761002+1 9.019004741410907+0 0.000000000000000+0
       622 8.600663356451337+1 8.008568741127226+0 0.000000000000000+0
       623 8.605124381009704+1 7.010155871552470+0 0.000000000000000+0
       624 8.606251643319325+1 6.009435102321484+0 0.000000000000000+0
       625 8.605116251021139+1 5.017164512888516+0 0.000000000000000+0
       626 8.602641636865997+1 4.020461520997200+0 0.000000000000000+0
       627 7.411960795132628+1 4.872297018595092+0 0.000000000000000+0
       628 7.438896030539220+1 5.631738429827562+0 0.000000000000000+0
       629 7.814697952544188+1 4.100774505315595+0 0.000000000000000+0
       630 7.723422009536212+1 4.147521254768449+0 0.000000000000000+0
       631 7.619098046612748+1 4.587041674086058+0 0.000000000000000+0
       632 7.514816296956218+1 4.839589663301404+0 0.000000000000000+0
       633 7.365899304112552+1 6.033838958313620+0 0.000000000000000+0
       634 7.296460531024138+1 6.657355484198204+0 0.000000000000000+0
       635 7.210016858651782+1 7.160663310831904+0 0.000000000000000+0
       636 7.125966744448444+1 7.826677322472226+0 0.000000000000000+0
       637 7.031049327551126+1 8.438518548114496+0 0.000000000000000+0
       638 6.927835709030032+1 9.034747831472201+0 0.000000000000000+0
       639 6.817204755165174+1 9.792036569090190+0 0.000000000000000+0
       640 6.739594429852910+1 1.087597695605275+1 0.000000000000000+0
       641 6.686706895942888+1 1.192608719578525+1 0.000000000000000+0
       642 6.635036895300330+1 1.288793025799146+1 0.000000000000000+0
       643 6.574809593209072+1 1.379306268872490+1 0.000000000000000+0
       644 6.503255838728836+1 1.470603677470005+1 0.000000000000000+0
       645 6.469228504435716+1 1.576179959017252+1 0.000000000000000+0
       646 6.430466317619208+1 1.667783769282604+1 0.000000000000000+0
       647 6.370992054782036+1 1.745786795305003+1 0.000000000000000+0
       648 6.310198889702482+1 1.837348559397338+1 0.000000000000000+0
       649 8.634722024128989+1 2.613991202978816+1 0.000000000000000+0
       650 6.295078817081066+1 1.928475185692148+1 0.000000000000000+0
       651 7.836100750964658+1 4.888861951581712+0 0.000000000000000+0
       652 7.742705125528644+1 5.190571029413016+0 0.000000000000000+0
       653 7.641319337271416+1 5.550413601092974+0 0.000000000000000+0
       654 7.527386361805614+1 5.938506718908432+0 0.000000000000000+0
       655 7.438962861696378+1 6.687808227264854+0 0.000000000000000+0
       656 6.363093866295074+1 2.558733377619514+1 0.000000000000000+0
       657 6.480730592744832+1 2.588952881934242+1 0.000000000000000+0
       658 6.384274387932366+1 2.622147229996860+1 0.000000000000000+0
       659 6.294778641140756+1 2.537498498081465+1 0.000000000000000+0
       660 6.291816155226532+1 2.620582833190862+1 0.000000000000000+0
       661 6.279402819486024+1 2.104285243897353+1 0.000000000000000+0
       662 6.311921154596552+1 2.032888468123824+1 0.000000000000000+0
       663 6.366178793010530+1 1.962563261408121+1 0.000000000000000+0
       664 6.405678232544058+1 1.876466847749983+1 0.000000000000000+0
       665 6.456456219885588+1 1.790388181265748+1 0.000000000000000+0
       666 6.509548703409716+1 1.705683292182006+1 0.000000000000000+0
       667 6.555547057681976+1 1.614658761301988+1 0.000000000000000+0
       668 6.600374264401204+1 1.519014181611558+1 0.000000000000000+0
       669 6.658176213038564+1 1.429096779830487+1 0.000000000000000+0
       670 6.716511837158592+1 1.337353661180506+1 0.000000000000000+0
       671 6.773209812943322+1 1.242172531017779+1 0.000000000000000+0
       672 6.833802201300900+1 1.148745968426234+1 0.000000000000000+0
       673 6.907184291001026+1 1.060166005692622+1 0.000000000000000+0
       674 6.998057388745656+1 9.874905588838667+0 0.000000000000000+0
       675 7.091573967672768+1 9.239640817739048+0 0.000000000000000+0
       676 7.183127887750454+1 8.605492710893712+0 0.000000000000000+0
       677 7.268667418550418+1 7.970997150291906+0 0.000000000000000+0
       678 7.355515754485792+1 7.360252503037732+0 0.000000000000000+0
       679 6.276064958279024+1 2.452557123628694+1 0.000000000000000+0
       680 6.341923469303786+1 2.476897642949040+1 0.000000000000000+0
       681 6.414071139606536+1 2.516995572047887+1 0.000000000000000+0
       682 6.583813866488980+1 2.612283369017582+1 0.000000000000000+0
       683 6.743672281178004+1 2.687899071292262+1 0.000000000000000+0
       684 6.672249488048270+1 2.639166892092374+1 0.000000000000000+0
       685 7.001659246746834+1 2.688356175784117+1 0.000000000000000+0
       686 6.892940072739304+1 2.668248891135553+1 0.000000000000000+0
       687 6.816196271605828+1 2.717361446446083+1 0.000000000000000+0
       688 6.649740005996640+1 2.711246018311554+1 0.000000000000000+0
       689 6.573989258427524+1 2.704902365945301+1 0.000000000000000+0
       690 6.481994620877834+1 2.698793824232525+1 0.000000000000000+0
       691 6.387744859807110+1 2.710873516931344+1 0.000000000000000+0
       692 6.291405330682412+1 2.711162063695410+1 0.000000000000000+0
       693 6.194715159241206+1 2.703739541770139+1 0.000000000000000+0
       694 6.198668251430780+1 2.603354547475814+1 0.000000000000000+0
       695 6.209079177466472+1 2.498057019745909+1 0.000000000000000+0
       696 6.198247547911776+1 2.392160771130531+1 0.000000000000000+0
       697 6.202691164996670+1 2.290712283442444+1 0.000000000000000+0
       698 6.210159027086976+1 2.188270219519287+1 0.000000000000000+0
       699 6.200341825350592+1 2.089064385839398+1 0.000000000000000+0
       700 6.220776132960300+1 1.983902261475991+1 0.000000000000000+0
       701 6.206632835169310+1 1.875462597047421+1 0.000000000000000+0
       702 6.188014626404252+1 1.778165925856687+1 0.000000000000000+0
       703 6.193333985156340+1 1.682725580697042+1 0.000000000000000+0
       704 6.192989017270784+1 1.583930742972571+1 0.000000000000000+0
       705 6.195193003604582+1 1.485672292067504+1 0.000000000000000+0
       706 6.198188861614242+1 1.386698123408854+1 0.000000000000000+0
       707 6.201449862277704+1 1.290337004242715+1 0.000000000000000+0
       708 6.202205138781622+1 1.190623357959803+1 0.000000000000000+0
       709 6.202497930870298+1 1.091333603082031+1 0.000000000000000+0
       710 6.201388183463258+1 9.931872092670297+0 0.000000000000000+0
       711 6.200817387418884+1 8.946339127318058+0 0.000000000000000+0
       712 6.200430724182662+1 7.969518838179194+0 0.000000000000000+0
       713 6.199087612985250+1 6.985349906324298+0 0.000000000000000+0
       714 6.199324895925580+1 5.987263462852994+0 0.000000000000000+0
       715 6.199518620869810+1 4.989359504151874+0 0.000000000000000+0
       716 6.199984380344792+1 4.000560781563208+0 0.000000000000000+0
       717 6.200017925434532+1 2.999990795247936+0 0.000000000000000+0
       718 6.300037602471776+1 2.999990781969419+0 0.000000000000000+0
       719 6.399552096826528+1 2.983004627492990+0 0.000000000000000+0
       720 6.499352634609808+1 2.977604945306581+0 0.000000000000000+0
       721 6.599089492915904+1 2.976922548645760+0 0.000000000000000+0
       722 6.698677828871220+1 2.980800283294171+0 0.000000000000000+0
       723 6.798284138260980+1 2.974521658164988+0 0.000000000000000+0
       724 6.897943729135648+1 2.966527822087740+0 0.000000000000000+0
       725 6.997756839920994+1 2.968930768923330+0 0.000000000000000+0
       726 7.097529731212472+1 2.993166710166491+0 0.000000000000000+0
       727 7.198243741356626+1 3.010654030613385+0 0.000000000000000+0
       728 7.298241127503054+1 3.014993018743827+0 0.000000000000000+0
       729 7.397903978590344+1 2.946806509239686+0 0.000000000000000+0
       730 7.495192021331466+1 2.898415387558569+0 0.000000000000000+0
       731 7.589498239487332+1 2.841163497195991+0 0.000000000000000+0
       732 7.681627667943698+1 2.855424789395477+0 0.000000000000000+0
       733 7.771571102644924+1 3.152865780917886+0 0.000000000000000+0
       734 7.881126419856030+1 3.395239889352851+0 0.000000000000000+0
       735 7.995425700917410+1 3.275112840185768+0 0.000000000000000+0
       736 8.100380217373695+1 3.258159643906015+0 0.000000000000000+0
       737 8.202889812752963+1 3.219425393430349+0 0.000000000000000+0
       738 8.303262710918824+1 3.123973993369763+0 0.000000000000000+0
       739 8.403201230749607+1 3.070649432971978+0 0.000000000000000+0
       740 8.503043950325779+1 3.044304558250871+0 0.000000000000000+0
       741 8.601437688578361+1 3.017727506346103+0 0.000000000000000+0
       742 8.694851936173592+1 2.703236901512273+1 0.000000000000000+0
       743 8.713943001182088+1 2.610411929457540+1 0.000000000000000+0
       744 8.709195274940161+1 2.515607806707496+1 0.000000000000000+0
       745 8.699484659578445+1 2.415644314579072+1 0.000000000000000+0
       746 8.703864014624486+1 2.313277341610239+1 0.000000000000000+0
       747 8.704541254920992+1 2.209655619220613+1 0.000000000000000+0
       748 8.706091595190578+1 2.108662562065928+1 0.000000000000000+0
       749 8.712044020497810+1 2.009153241740965+1 0.000000000000000+0
       750 8.708319537396854+1 1.909601399274117+1 0.000000000000000+0
       751 8.699877378806104+1 1.808977723234739+1 0.000000000000000+0
       752 8.690790262641908+1 1.706062466651763+1 0.000000000000000+0
       753 8.696218404426254+1 1.602612513174446+1 0.000000000000000+0
       754 8.699938462363487+1 1.500667646571169+1 0.000000000000000+0
       755 8.702431872387209+1 1.399164537904605+1 0.000000000000000+0
       756 8.705617798081960+1 1.299253094020973+1 0.000000000000000+0
       757 8.704822902434143+1 1.200440209434367+1 0.000000000000000+0
       758 8.701950292234400+1 1.100716812151424+1 0.000000000000000+0
       759 8.698867287303701+1 1.001196802938825+1 0.000000000000000+0
       760 8.699267210231191+1 9.010265817854387+0 0.000000000000000+0
       761 8.699955160841563+1 7.999316645090834+0 0.000000000000000+0
       762 8.702440384507719+1 6.998085640874556+0 0.000000000000000+0
       763 8.702560983007256+1 5.999501369329416+0 0.000000000000000+0
       764 8.701298748683998+1 5.004463984616636+0 0.000000000000000+0
       765 8.701052734213624+1 4.003613678346029+0 0.000000000000000+0
       766 8.700105857403907+1 3.007549874451706+0 0.000000000000000+0
       767 7.869238804812978+1 5.775500758854340+0 0.000000000000000+0
       768 7.914033759474504+1 6.639038670086838+0 0.000000000000000+0
       769 7.955277886007742+1 7.558744839321938+0 0.000000000000000+0
       770 7.991336765602968+1 8.532662450593403+0 0.000000000000000+0
       771 8.022071654208018+1 9.504190613011019+0 0.000000000000000+0
       772 8.053778697881707+1 1.046960907148004+1 0.000000000000000+0
       773 8.088670653373573+1 1.143190139018313+1 0.000000000000000+0
       774 8.121359162264977+1 1.240607950463778+1 0.000000000000000+0
       775 8.153434215721379+1 1.339995056917900+1 0.000000000000000+0
       776 8.184380484837146+1 1.438783593769404+1 0.000000000000000+0
       777 8.209690742193660+1 1.538791249652888+1 0.000000000000000+0
       778 8.233594367578782+1 1.637411226205418+1 0.000000000000000+0
       779 8.261130494823975+1 1.734651761866353+1 0.000000000000000+0
       780 8.292667065207205+1 1.831278480261883+1 0.000000000000000+0
       781 8.322948630069272+1 1.927144523314509+1 0.000000000000000+0
       782 8.355655950142824+1 2.024164102160377+1 0.000000000000000+0
       783 8.390004733891208+1 2.121329072390097+1 0.000000000000000+0
       784 8.410919215369063+1 2.221026241973548+1 0.000000000000000+0
       785 8.429063518761224+1 2.317260451676922+1 0.000000000000000+0
       786 8.451962692964726+1 2.407940829439887+1 0.000000000000000+0
       787 8.499180735518735+1 2.489958206026189+1 0.000000000000000+0
       788 8.534581622344541+1 2.588903114220268+1 0.000000000000000+0
       789 8.583013912680912+1 2.691124479994465+1 0.000000000000000+0
       790 7.251502640047100+1 2.823979388365134+1 0.000000000000000+0
       791 7.777541424918354+1 6.127671592623006+0 0.000000000000000+0
       792 7.682782580878706+1 6.480466518821828+0 0.000000000000000+0
       793 7.585560983963316+1 6.897477416601700+0 0.000000000000000+0
       794 7.497852946376202+1 7.505979877288508+0 0.000000000000000+0
       795 7.413643095394882+1 8.133516472454183+0 0.000000000000000+0
       796 7.328327152159168+1 8.756552627782410+0 0.000000000000000+0
       797 7.244110088139400+1 9.378600287533517+0 0.000000000000000+0
       798 7.156744141306830+1 1.000653624933086+1 0.000000000000000+0
       799 7.069952038729010+1 1.063498439256517+1 0.000000000000000+0
       800 6.987581992396538+1 1.133536293919587+1 0.000000000000000+0
       801 6.914452150398764+1 1.212423517199881+1 0.000000000000000+0
       802 6.853382568928954+1 1.299616149567282+1 0.000000000000000+0
       803 6.796643320125894+1 1.390015988780481+1 0.000000000000000+0
       804 6.286405444554344+1 2.379170265924111+1 0.000000000000000+0
       805 6.300480670123518+1 2.287892433280177+1 0.000000000000000+0
       806 6.321315584019578+1 2.182182271357981+1 0.000000000000000+0
       807 6.386941829849628+1 2.093533521113564+1 0.000000000000000+0
       808 6.443347939219022+1 2.009096237074639+1 0.000000000000000+0
       809 6.491215581958468+1 1.921938724633276+1 0.000000000000000+0
       810 6.540541956982826+1 1.836146226148078+1 0.000000000000000+0
       811 6.592110927504474+1 1.748464824960523+1 0.000000000000000+0
       812 6.640622875604984+1 1.659590730045594+1 0.000000000000000+0
       813 6.689272178562198+1 1.567941979287045+1 0.000000000000000+0
       814 6.742341770281250+1 1.478895333574972+1 0.000000000000000+0
       815 6.369311011430808+1 2.401067144570528+1 0.000000000000000+0
       816 6.450337165991554+1 2.439999413402134+1 0.000000000000000+0
       817 6.529680917483144+1 2.489077110554254+1 0.000000000000000+0
       818 6.621352920739700+1 2.523118876679743+1 0.000000000000000+0
       819 6.711628552652508+1 2.558192939245840+1 0.000000000000000+0
       820 6.799894055814952+1 2.606615491727688+1 0.000000000000000+0
       821 7.270966991410658+1 2.755731563119377+1 0.000000000000000+0
       822 7.189556267884356+1 2.729544763651734+1 0.000000000000000+0
       823 7.099218717115002+1 2.708505090156068+1 0.000000000000000+0
       824 7.822687954204092+1 7.004389151015262+0 0.000000000000000+0
       825 7.861575916995600+1 7.922087085003568+0 0.000000000000000+0
       826 7.896677558042254+1 8.874469092288217+0 0.000000000000000+0
       827 7.929305308724194+1 9.839094570878023+0 0.000000000000000+0
       828 7.960719840044568+1 1.080665647401146+1 0.000000000000000+0
       829 7.993826891630194+1 1.176993083980577+1 0.000000000000000+0
       830 8.026351259292561+1 1.274940075159519+1 0.000000000000000+0
       831 8.057390732082240+1 1.373458476573927+1 0.000000000000000+0
       832 8.087157392141719+1 1.472896549224313+1 0.000000000000000+0
       833 8.113840412346457+1 1.570480500720878+1 0.000000000000000+0
       834 8.140243983504805+1 1.667562026816174+1 0.000000000000000+0
       835 8.168378522704993+1 1.765073826347401+1 0.000000000000000+0
       836 8.198588468041933+1 1.862422823053320+1 0.000000000000000+0
       837 8.229238351669521+1 1.958367766610531+1 0.000000000000000+0
       838 8.260510314968350+1 2.055700486582642+1 0.000000000000000+0
       839 8.291084882534745+1 2.152734309137259+1 0.000000000000000+0
       840 8.316334360979038+1 2.250271252687220+1 0.000000000000000+0
       841 8.340799806891956+1 2.346706174306951+1 0.000000000000000+0
       842 8.368271515310264+1 2.441069812058654+1 0.000000000000000+0
       843 8.405810524127377+1 2.533488214531122+1 0.000000000000000+0
       844 8.439490793189162+1 2.630489879565498+1 0.000000000000000+0
       845 8.474266368952986+1 2.728960105980738+1 0.000000000000000+0
       846 8.485536710121176+1 2.842574624524974+1 0.000000000000000+0
       847 8.589842035824510+1 2.805155956084934+1 0.000000000000000+0
       848 8.694691167092838+1 2.803591817927461+1 0.000000000000000+0
       849 6.195682489999612+1 2.802631414198024+1 0.000000000000000+0
       850 6.293575635825076+1 2.805680085515411+1 0.000000000000000+0
       851 6.392049091601168+1 2.804625288877368+1 0.000000000000000+0
       852 6.490690320690638+1 2.800152071424246+1 0.000000000000000+0
       853 6.591550284436980+1 2.796726804313692+1 0.000000000000000+0
       854 6.697847385267918+1 2.781669612856098+1 0.000000000000000+0
       855 6.800507720050982+1 2.798627772091296+1 0.000000000000000+0
       856 6.897934820038512+1 2.786025409630932+1 0.000000000000000+0
       857 6.996038252265548+1 2.792892997161037+1 0.000000000000000+0
       858 7.091494499546632+1 2.804570936130164+1 0.000000000000000+0
       859 7.179559520965412+1 2.816518128070014+1 0.000000000000000+0
       860 7.339832010267952+1 2.800401928708544+1 0.000000000000000+0
       861 7.408849314031242+1 2.828601525540018+1 0.000000000000000+0
